name,brand,loves,link,price,ingredients
SUPERMUD® Charcoal Instant Treatment Mask,GLAMGLOW,267668.0,https://www.sephora.com/product/super-mud-clearing-treatment-P376409?icid2=products,60.0,"Water, Kaolin, Magnesium Aluminum Silicate, Mandelic Acid, Carbon, Eucalyptus Globulus Leaf, Tartaric Acid, Pyruvic Acid, Lactic Acid, Salicylic Acid, Glycolic Acid, Eucalyptus Globulus Leaf Powder, Aloe Barbadensis Leaf Juice, Glycyrrhiza Glabra (Licorice) Root Extract, Cucumis Sativus (Cucumber) Fruit Extract, Hedera Helix (Ivy) Extract, Symphytum Officinale (Comfrey) Leaf Extract, Chamomilla Recutita (Matricaria) Extract, Peg-12 Dimethicone, Caprylyl Glycol, Sodium Hydroxide, Butylene Glycol, Mentha Piperita (Peppermint) Oil, Hectorite, Hexylene Glycol, Glycerin, Calendula Officinalis Extract, Maltodextrin, Ethylhexylglycerin, Xanthan Gum, Fragrance (Parfum), Limonene, Benzyl Benzoate, Linalool, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, Iron Oxides (Ci 77499)"
Super Spot Remover™ Acne Treatment Gel,Origins,86998.0,https://www.sephora.com/product/super-spot-remover-acne-treatment-gel-P297517?icid2=products,19.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Superberry Hydrate + Glow Dream Mask with Vitamin C,Youth To The People,143959.0,https://www.sephora.com/product/superberry-hydrate-glow-dream-mask-P440307?icid2=products,48.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
PLAY Everyday Lotion SPF 50 PA++++,Supergoop!,22858.0,https://www.sephora.com/product/supergoop-play-everyday-lotion-spf-50-with-sunflower-extract-P454383?icid2=products,22.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Superscreen Daily Moisturizer Broad Spectrum SPF 40 PA+++,Supergoop!,29741.0,https://www.sephora.com/product/superscreen-daily-moisturizer-broad-spectrum-spf-40-pa-P439928?icid2=products,38.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer, styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
SUPERTONER™ Exfoliating Acid Solution Toner,GLAMGLOW,21520.0,https://www.sephora.com/product/supertoner-exfoliating-acid-solution-P441865?icid2=products,42.0,", Propanediol, Mandelic Acid, Glycolic Acid, Salicylic Acid, Lactic Acid, Tartaric Acid, Pyruvic Acid, Charcoal Powder, Eucalyptus Globulus Leaf Powder, Eucalyptus Globulus Leaf, Hamamelis Virginiana (Witch Hazel) Extract, Algae Extract, Salix Alba (Willow) Bark Extract, Nylon-12, Aloe Barbadensis Leaf Juice, Mentha Piperita (Peppermint) Oil, Sodium Hydroxide, Citric Acid, Fragrance, Limonene, Linalool, Disodium Edta, Phenoxyethanol, Mica, Titanium  Dioxide (Ci 77891), Iron Oxides (Ci 77499)"
T.L.C. Framboos™ Glycolic Resurfacing Night Serum,Drunk Elephant,218063.0,https://www.sephora.com/product/t-l-c-framboos-tm-glycolic-night-serum-P392246?icid2=products,90.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
T.L.C. Sukari Babyfacial™ AHA + BHA Mask,Drunk Elephant,259239.0,https://www.sephora.com/product/t-l-c-sukari-babyfacial-P415777?icid2=products,80.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
The Liquid Silk Canvas: Featherweight Protective Primer,Tatcha,89171.0,https://www.sephora.com/product/tatcha-the-liquid-silk-canvas-featherweight-protective-primer-P456446?icid2=products,52.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer, styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
The Dewy Skin Cream Plumping & Hydrating Moisturizer,Tatcha,141713.0,https://www.sephora.com/product/the-dewy-skin-cream-P441101?icid2=products,68.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
The Method: Polish Normal-Combination Skin,LANCER Skincare,17326.0,https://www.sephora.com/product/the-method-polish-P399737?icid2=products,75.0,"Butylene Glycol, Sodium Bicarbonate, PEG-8, Magnesium Oxide, Glycerin, Oleth-20, Trihydroxystearin, Glyceryl Stearate, PEG-100 Stearate, Silica, Alaria Escilenta Extract, Lactobacillus/Pumpkin Ferment Extract, Lactobacillus/Punica Granatim Fruit Ferment Extract, Helianthis Annus (Sunflower) Seed Oil, Leuconostoc/Radish Root Ferment Filtrate, Lavandula Angustifolia (Lavender) Oil, Tocopheryl Acetate, Retinyl Palmitate, Caprylic/Capric Triglyceride, Water, Linalool"
The Microdelivery Exfoliating Facial Wash,philosophy,51641.0,https://www.sephora.com/product/the-microdelivery-exfoliating-wash-P184109?icid2=products,13.0,"Water, Solum Diatomeae/Diatomaceous Earth/Terre De Diatomees, Sodium Cocoyl Apple Amino Acids, Glycerin, Acrylates/Steareth-20 Methacrylate Copolymer, Acrylates Copolymer, Decyl Glucoside, Disodium Cocoamphodiacetate, Phenoxyethanol, Lauryl Glucoside, Lithium Magnesium Sodium Silicate, Polysorbate 20, Hexylene Glycol, Sodium Hydroxide, Citrus Aurantium Dulcis (Orange) Peel Extract, Limonene, Decylene Glycol, Ethylhexylglycerin, Panthenol, Tetrasodium Edta, 1,2-Hexanediol, Ascorbyl Glucoside, Borago Officinalis Seed Oil, Tocopherol, Helianthus Annuus (Sunflower) Seed Oil, Tocotrienols, Triolein, Trilinolein, Magnesium Nitrate, Methylisothiazolinone, Methylchloroisothiazolinone, Magnesium Chloride"
The Microdelivery Vitamin C Resurfacing Peel,philosophy,35199.0,https://www.sephora.com/product/the-microdelivery-resurfacing-peel-P72504?icid2=products,72.0,"Step 2:Lactic Acid/Salicylic Acid Activating Gel Aqua/Water/Eau, Lactic Acid, Hydroxyethylcellulose, Salicylic Acid, Linoleamidopropyl Pg-Dimonium Chloride Phosphate, 1,2-Hexanediol, Caprylyl Glycol, Polyquaternium-10"
The Nightly Retinol + Peptide Anti-Aging Serum,BeautyBio,4172.0,https://www.sephora.com/product/the-nightly-retinol-peptide-anti-aging-serum-P438640?icid2=products,95.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Ascorbyl Tetraisopalmitate Solution 20% in Vitamin F,The Ordinary,45096.0,https://www.sephora.com/product/the-ordinary-deciem-ascorbyl-tetraisopalmitate-solution-20-in-vitamin-f-P427404?icid2=products,17.8,"Coconut Alkanes, Tetrahexyldecyl Ascorbate, Ethyl Linoleate, Coco-Caprylate/Caprate, Simmondsia Chinensis (Jojoba) Seed Oil, Solanum Lycopersicum (Tomato) Fruit Extract, Squalane"
Azelaic Acid Suspension 10%,The Ordinary,101948.0,https://www.sephora.com/product/the-ordinary-deciem-azelaic-acid-suspension-10-P427411?icid2=products,7.9,"Water, Isodecyl Neopentanoate, Dimethicone, Azelaic Acid, Dimethicone/Bis-Isobutyl PPG-20 Crosspolymer, Dimethyl Isosorbide, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polysilicone-11, Isohexadecane, Tocopherol, Trisodium Ethylenediamine Disuccinate, Isoceteth-20, Polysorbate 60, Triethanolamine, Ethoxydiglycol, Phenoxyethanol, Chlorphenesin"
"""Buffet""",The Ordinary,209216.0,https://www.sephora.com/product/the-ordinary-deciem-buffet-P427420?icid2=products,14.8,"Water, Glycerin, Lactococcus Ferment Lysate, Acetyl Hexapeptide-8, Pentapeptide-18, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-38, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Acetylarginyltryptophyl Diphenylglycine, Sodium Hyaluronate Crosspolymer, Sodium Hyaluronate, Allantoin, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Arginine, Aspartic Acid, Trehalose, Fructose, Glucose, Maltose, Urea, Sodium PCA, PCA, Sodium Lactate, Citric Acid, Hydroxypropyl Cyclodextrin, Sodium Chloride, Sodium Hydroxide, Butylene Glycol, Pentylene Glycol, Acacia Senegal Gum, Xanthan Gum, Carbomer, Polysorbate 20, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Trisodium Ethylenediamine Disuccinate, Ethoxydiglycol, Sodium Benzoate, Caprylyl Glycol, Ethylhexylglycerin, Phenoxyethanol, Chlorphenesin"
Glycolic Acid 7% Toning Solution,The Ordinary,303466.0,https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products,8.7,"Water, Glycolic Acid, Rosa damascena flower water, Centaurea cyanus flower water, Aloe Barbadensis Leaf Water, Propanediol, Glycerin, Triethanolamine, Aminomethyl Propanol, Panax Ginseng Root Extract, Tasmannia Lanceolata Fruit/Leaf Extract, Aspartic Acid, Alanine, Glycine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Glutamic Acid, Arginine, PCA, Sodium PCA, Sodium Lactate, Fructose, Glucose, Sucrose, Urea, Hexyl Nicotinate, Dextrin, Citric Acid, Polysorbate 20, Gellan Gum, Trisodium Ethylenediamine Disuccinate, Sodium Chloride, Hexylene Glycol, Potassium Sorbate, Sodium Benzoate, 1,2-Hexanediol, Caprylyl Glycol"
Granactive Retinoid* 2% Emulsion,The Ordinary,128706.0,https://www.sephora.com/product/the-ordinary-deciem-granactive-retinoid-2-emulsion-P427418?icid2=products,9.8,"Water, Glycerin, Ethyl Linoleate, Propanediol, Caprylic/Capric Triglyceride, Dimethyl Isosorbide, Cetearyl Isononanoate, Bisabolol, Hydroxypinacolone Retinoate, Retinol, Tasmannia Lanceolata Fruit/Leaf Extract, Inulin Lauryl Carbamate, Glyceryl Stearate, Ceteareth-12, Ceteareth-20, Cetearyl Alcohol, Carrageenan, Xanthan gum, Acacia Senegal Gum, Cetyl Palmitate, Sucrose Laurate, Polysorbate 20, Isoceteth-20, Behentrimonium Chloride, Trisodium Ethylenediamine Disuccinate, Disodium EDTA, Dehydroacetic Acid, Benzoic Acid, Ethylhexylglycerin, Phenoxyethanol, Chlorphenesin"
Hyaluronic Acid 2% + B5,The Ordinary,349481.0,https://www.sephora.com/product/the-ordinary-deciem-hyaluronic-acid-2-b5-P427419?icid2=products,6.8,"Water, Sodium Hyaluronate, Pentylene Glycol, Propanediol, Sodium Hyaluronate Crosspolymer, Panthenol, Ahnfeltia Concinna Extract, Glycerin, Trisodium Ethylenediamine Disuccinate, Citric Acid, Isoceteth-20, Ethoxydiglycol, Ethylhexylglycerin, Hexylene Glycol, 1,2-Hexanediol, Phenoxyethanol, Caprylyl Glycol"
Lactic Acid 10% + HA,The Ordinary,201139.0,https://www.sephora.com/product/the-ordinary-deciem-lactic-acid-10-ha-2-P427413?icid2=products,6.8,"Water, Lactic Acid, Glycerin, Pentylene Glycol, Potassium Citrate, Arginine, Triethanolamine, Sodium Hyaluronate Crosspolymer, Tasmannia Lanceolata Fruit/leaf Extract, Acacia Senegal Gum, Xanthan Gum, Trisodium Ethylenediamine Disuccinate, PPG-26-Buteth-26, Ethyl 2,2-Dimethylhydrocinnamal, PEG-40 Hydrogenated Castor Oil, Ethylhexylglycerin, 1,2-Hexanediol, Caprylyl Glycol"
Matrixyl* 10% + HA,The Ordinary,52655.0,https://www.sephora.com/product/the-ordinary-deciem-matrixyl-10-ha-P427405?icid2=products,11.5,"Water, Glycerin, Butylene Glycol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-38, Sodium Hyaluronate, Hydroxypropyl Cyclodextrin, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Polyacrylate Crosspolymer-6, Trisodium Ethylenediamine Disuccinate, Carbomer, Polysorbate 20, Ethoxydiglycol, Phenoxyethanol, Chlorphenesin"
Natural Moisturizing Factors + HA,The Ordinary,144835.0,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?icid2=products,5.8,"Water, Caprylic/Capric Triglyceride, Cetyl Alcohol, Propanediol, Stearyl Alcohol, Glycerin, Sodium Hyaluronate, Arginine, Aspartic Acid, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Glucose, Maltose, Fructose, Trehalose, Sodium PCA, PCA, Sodium Lactate, Urea, Allantoin, Linoleic Acid, Oleic Acid, Phytosteryl Canola Glycerides, Palmitic Acid, Stearic Acid, Lecithin, Triolein, Tocopherol, Carbomer, Isoceteth-20, Polysorbate 60, Sodium Chloride, Citric Acid, Trisodium Ethylenediamine Disuccinate, Pentylene Glycol, Triethanolamine, Sodium Hydroxide, Phenoxyethanol, Chlorphenesin"
Niacinamide 10% + Zinc 1%,The Ordinary,440318.0,https://www.sephora.com/product/the-ordinary-deciem-niacinamide-10-zinc-1-P427417?icid2=products,5.9,"Water, Niacinamide, Pentylene Glycol, Zinc PCA, Tamarindus Indica Seed Gum, Xanthan Gum, Isoceteth-20, Ethoxydiglycol, Phenoxyethanol, Chlorphenesin"
Vitamin C Suspension 23% + HA Spheres 2%,The Ordinary,89828.0,https://www.sephora.com/product/the-ordinary-deciem-vitamin-c-suspension-23-ha-spheres-2-P427410?icid2=products,5.8,"Ascorbic Acid, Squalane, Isodecyl Neopentanoate, Isononyl Isononanoate, Coconut Alkanes, Ethylene/Propylene/Styrene Copolymer, Ethylhexyl Palmitate, Silica Dimethyl Silylate, Sodium Hyaluronate, Glucomannan, Coco-Caprylate/Caprate, Butylene/Ethylene/Styrene Copolymer, Acrylates/Ethylhexyl Acrylate Crosspolymer, Trihydroxystearin, BHT"
Vitamin C Suspension 30% in Silicone,The Ordinary,53497.0,https://www.sephora.com/product/the-ordinary-deciem-vitamin-c-suspension-30-in-silicone-P427409?icid2=products,6.8,"Dimethicone, Ascorbic Acid, Polysilicone-11, PEG-10 Dimethicone"
The Silk Canvas Protective Primer,Tatcha,161719.0,https://www.sephora.com/product/the-silk-canvas-P428661?icid2=products,52.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
The True Cream Aqua Bomb,belif,206401.0,https://www.sephora.com/product/the-true-cream-aqua-bomb-P394639?icid2=products,38.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
The True Cream Moisturizing Bomb,belif,111003.0,https://www.sephora.com/product/the-true-cream-moisturizing-bomb-P394624?icid2=products,38.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
The Water Cream Oil-Free Pore Minimizing Moisturizer,Tatcha,262320.0,https://www.sephora.com/product/the-water-cream-P418218?icid2=products,68.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Therapeutic Sulfur Acne Treatment Mask,Peter Thomas Roth,59183.0,https://www.sephora.com/product/therapeutic-sulfur-masque-acne-treatment-masque-P3617?icid2=products,52.0,"Water/Aqua/Eau, Bentonite, Kaolin, Propylene Glycol, Talc, Glycerin, Aloe Barbadensis Leaf Juice, Zinc Oxide (CI 77947), Polysorbate 20, Titanium Dioxide (CI 77891), Carbomer,Fragrance (Parfum), Sodium Hydroxide, Diazolidinyl Urea, Methylparaben, Propylparaben"
THIRSTYMUD™ 24-Hour Hydrating Treatment Face Mask,GLAMGLOW,103345.0,https://www.sephora.com/product/thirstymud-tm-hydrating-treatment-P384782?icid2=products,60.0,"Water, Caprylic/Capric Triglyceride, Glycerin, Butylene Glycol, Cyclopentasiloxane, Glyceryl Polymethacrylate, Pyrus Malus (Apple) Fruit Extract, Peg-8, Glyceryl Stearate, Peg-100 Stearate, Cetearyl Alcohol, Sodium Polyacryloyldimethyl Taurate, Saccharide Isomerate, Caprylyl Glycol, Olea Europaea (Olive) Leaf Powder, Avena Sativa (Oat) Bran Extract, Hydrogenated Polydecene, Polysorbate 60, Cetyl Alcohol, Zingiber Officinale (Ginger) Root Extract, Menthoxypropanediol, Honey/Mel/Miel, Aminomethyl Propanol, Camellia Sinensis (Green Tea) Leaf Powder, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ethylhexylglycerin, Tocopheryl Acetate, Allantoin, Kaolin, Hexylene Glycol, Buteth-3, Trideceth-10, Benzophenone-4, Sodium Benzotriazolyl Butylphenol Sulfonate, Cocos Nucifera (Coconut) Fruit Extract, Sodium Hyaluronate, Alcohol, Tris(Tetramethylhydroxypiperidinol) Citrate, Fragrance, Coumarin, Linalool, Tetrahexyldecyl Ascorbate, Disodium Edta, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol"
Treatment Enzyme Exfoliating Powder Cleanser,AMOREPACIFIC,62337.0,https://www.sephora.com/product/treatment-enzyme-peel-P232931?icid2=products,60.0,"Mannitol, Sodium Cocoyl Glycinate,Sodium Lauroyl Glutamate, Zeolite, Silica,Betaine, Allantoin, Potassium Laurate,Polycaprolactone, Fragrance,Zea Mays (Corn) Starch, Peg-75,Dipotassium Glycyrrhizate, Disodium Edta,Trehalose, Water, Butylene Glycol,Papain, Lactobacillus Ferment Lysate,Yellow 5 (Ci19140), Zingiber Officinale (Ginger)Root Extract, Zizyphus Jujuba Fruit Extract,Camellia Sinensis Leaf Extract"
Trinity + Eye and Lip Enhancer Attachment Bundle,NuFACE,11992.0,https://www.sephora.com/product/trinity-eye-lip-enhancer-attachment-bundle-P385320?icid2=products,429.0,"NuFACE Gel Primer:Water/Aqua/Eau, Propanediol, Hydrolyzed Hyaluronic Acid, Tremella Fuciformis Sporocarp Extract, Betaine, Glycerin, Magnesium Sulfate, Carbomer, Hydroxyethylcellulose, Ethylhexylglycerin, Potassium Sorbate, Caprylyl Glycol, Phenoxyethanol, Sodium Hydroxide"
Trinity Facial Toning Device,NuFACE,12907.0,https://www.sephora.com/product/trinity-facial-toning-device-P383183?icid2=products,325.0,"NuFACE Gel Primer:Water/Aqua/Eau, Propanediol, Hydrolyzed Hyaluronic Acid, Tremella Fuciformis Sporocarp Extract, Betaine, Glycerin, Magnesium Sulfate, Carbomer, Hydroxyethylcellulose, Ethylhexylglycerin, Potassium Sorbate, Caprylyl Glycol, Phenoxyethanol, Sodium Hydroxide"
Truth™ On the Glow Cleansing Cloths,OLEHENRIKSEN,25622.0,https://www.sephora.com/product/truth-on-the-glow-cleansing-cloths-P385342?icid2=products,15.0,"Water, Gluconolactone, Olea Europaea (Olive) Fruit Oil, Sodium Benzoate, Glycerin, Parfum/Fragrance, Coco-Glucoside, Aroma/Flavor, Dehydroacetic Acid, Tocopheryl Acetate, Citric Acid, Ascorbic Acid, Calcium Gluconate, Elaeis Guineensis Oil, Vitis Vinifera (Grape) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Squalane, Propylene Glycol, Ribes Nigrum (Black Currant) Seed Oil, Pullulan, Cera Carnauba/Copernicia Cerifera (Carnauba) Wax/Cire De Carnauba, Camellia Sinensis Leaf Extract, Rosa Gallica Flower Extract, Decyl Glucoside, Nannochloropsis Oculata Extract, Pentylene Glycol, Punica Granatum (Pomegranate) Fruit Extract, Potassium Sorbate, Phenoxyethanol, Ubiquinone, Vitis Vinifera (Grape) Seed Extract, Tocopherol, Sorbic Acid, Rosa Damascena Flower Oil, Sodium Sulfite, Trisodium EDTA, Limonene, Benzyl Alcohol, Citral, Linalool"
Truth Serum®,OLEHENRIKSEN,213198.0,https://www.sephora.com/product/truth-serum-P42343?icid2=products,50.0,"Aqua/Water/Eau, Glycerin, Oleth-20, Sodium Ascorbyl Phosphate, Hydroxyethylcellulose, Phenoxyethanol, Caprylyl Glycol, Hexylene Glycol, Citric Acid, Parfum/Fragrance, Peg-12 Dimethicone, Benzophenone-4, Tocopheryl Acetate, Aroma/Flavor, Hydrolyzed Collagen, Disodium Phosphate, Polysorbate 60, Yellow 6 (Ci 15985), Aloe Barbadensis Leaf Juice, Citrus Aurantium Dulcis (Orange) Fruit Extract, Sodium Hyaluronate, Thioctic Acid, Calcium Ascorbate, Sodium Phosphate, Sorbitol, Citrus Grandis (Grapefruit) Seed Extract, Sodium Benzoate, Alcohol, Ascorbic Acid, Calcium Carbonate, Calcium Threonate, Camellia Sinensis Leaf Extract, Euphrasia Officinalis Extract, Rosa Canina Fruit Extract, Potassium Sorbate, Benzyl Benzoate, Citral, Limonene, Linalool"
Turnaround Overnight Revitalizing Moisturizer,CLINIQUE,17226.0,https://www.sephora.com/product/turnaround-overnight-revitalizing-moisturizer-P296834?icid2=products,43.0,"Water , Isostearyl Palmitate , Cetyl Ricinoleate , Dimethicone , Butylene Glycol , Squalane , Glyceryl Stearate , Peg-100 Stearate , Cetyl Alcohol , Stearic Acid , Arginine , Sigesbeckia Orientalis (St"
U.F.O. Ultra-Clarifying Face Oil,SUNDAY RILEY,100728.0,https://www.sephora.com/product/u-f-o-ultra-clarifying-face-oil-P410400?icid2=products,80.0,"Silybum Marianum (Milk Thistle) Seed Oil, Nigella Sativa (Black Cumin) Seed Oil, Cucumis Sativus (Cucumber) Seed Oil,  Diisopropyl Sebacate, Punica Granatum (Pomegranate) Seed Oil, Vaccinium Macrocarpon (Cranberry) Seed Oil, Dimethyl Isosorbide,  Linum Usitatissimum  (Flax) Seed Oil, Caprylic/Capric Triglycerides, Ethyl Linoleate, Hexylresorcinol, Glycyrrhiza Glabra (Licorice) Root Extract, Salicylic Acid, Prunus Armeniaca (Apricot) Kernel Oil, Chamomilla Recutita Flower Oil, Citrus Aurantium Amara (Neroli) Flower Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Helianthus Annuus Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract,  Citrus Paradisii (Grapefruit) Peel Oil, Melia Azadirachta (Neem) Leaf Extract, Melia Azadirachta (Neem) Flower Extract, Coccinia Indica Fruit Extract, Amino Esters-1, Amber Leaf Extract, Solanum Melongena (Eggplant) Fruit Extract, Aloe Barbadensis Flower Extract, Lawsonia Inermis (Henna) Extract, Ocimum Sanctum Leaf Extract, Ocimum Basilicum (Basil) Leaf Extract, Curcuma Longa (Turmeric) Root Extract, Corallina Officinalis Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Pearl Powder, Moringa Pterygosperma Seed Oil"
